nom,SIREN,type,COG,COG_3digits,code_departement,code_departement_3digits,code_region,population,EPCI,url-ptf,url-datagouv,id-datagouv,merge,ptf
Guadeloupe,239710015,REG,01,,,,,396153,,https://regionguadeloupe.opendatasoft.com/explore/?q=&sort=modified&refine.publisher=Conseil+R%C3%A9gional+Guadeloupe,,,ptf,KaruData
Martinique,200055507,CTU,02,,,,,377711,,,,,,
Guyane,200052678,CTU,03,,,,,271124,,,,,,
La Réunion,239740012,REG,04,,,,,863063,,https://data.regionreunion.com/explore/?disjunctive.theme&disjunctive.modified&disjunctive.publisher&sort=modified&refine.publisher=Conseil+Régional+La+Réunion,,,ptf,La Réunion
Île-de-France,237500079,REG,11,,,,,12291279,,https://data.iledefrance.fr/explore/?refine.publisher=R%C3%A9gion+%C3%8Ele-de-France,https://www.data.gouv.fr/fr/organizations/534fffa8a3a7292c64a780c8,534fffa8a3a7292c64a780c8,ptf+datagouv,"Ile-de-France, DataGouv"
Centre-Val de Loire,234500023,REG,24,,,,,2634852,,https://data.centrevaldeloire.fr/explore/?sort=explore.popularity_score&refine.publisher=R%C3%A9gion+Centre-Val+de+Loire,https://www.data.gouv.fr/fr/organizations/region-centre-val-de-loire/,561a7f00c751df4e6dcdbb48,ptf+datagouv,"Centre Val-de-Loire, DataGouv"
Bourgogne-Franche-Comté,200053726,REG,27,,,,,2885864,,https://trouver.ternum-bfc.fr/organization/region-bourgogne-franche-comte,https://www.data.gouv.fr/fr/organizations/5835cdb988ee383e0bc65bb3,5835cdb988ee383e0bc65bb3,ptf+datagouv,"Bourgogne-Franche-Comté, DataGouv"
Normandie,200053403,REG,28,,,,,3403309,,https://opendata.normandie.fr/search,https://www.data.gouv.fr/fr/organizations/565ebf4788ee3869aae72046/,565ebf4788ee3869aae72046,datagouv,DataGouv
Hauts-de-France,200053742,REG,32,,,,,6096177,,http://opendata.hautsdefrance.fr/dataset,https://www.data.gouv.fr/fr/organizations/5df935d8634f414e69469492/,5df935d8634f414e69469492,ptf+datagouv,"Hauts de France, DataGouv"
Grand Est,200052264,REG,44,,,,,5657093,,"https://www.datagrandest.fr/data4citizen/?facet.field=%5B%22organization%22,%22tags%22,%22themes%22,%22features%22%5D&rows=12&start=0&fq=organization:(region-grand-est)",https://www.data.gouv.fr/fr/organizations/55df259f88ee386e57a46ec2,55df259f88ee386e57a46ec2,ptf+datagouv,"Grand Est, DataGouv"
Pays de la Loire,234400034,REG,52,,,,,3846161,,https://data.paysdelaloire.fr/explore/?refine.publisher=Région+des+Pays+de+la+Loire,https://www.data.gouv.fr/fr/organizations/534fffa7a3a7292c64a780c5,534fffa7a3a7292c64a780c5,ptf+datagouv,"Pays-de-la-Loire, DataGouv"
Bretagne,233500016,REG,53,,,,,3407564,,https://data.bretagne.bzh/explore/?sort=modified&refine.publisher=R%C3%A9gion+Bretagne,https://www.data.gouv.fr/fr/organizations/559a4970c751df46a9a453ba,559a4970c751df46a9a453ba,ptf+datagouv,"Bretagne, DataGouv"
Nouvelle-Aquitaine,200053759,REG,75,,,,,6094367,,https://www.pigma.org/portail/fr/recherche?page=3&responsibleParty.organisationName=REGION%20NOUVELLE-AQUITAINE,https://www.data.gouv.fr/fr/organizations/534fff6aa3a7292c64a77d95,534fff6aa3a7292c64a77d95,ptf+datagouv,"Portail PIGMA, DataGouv"
Occitanie,200053791,REG,76,,,,,5968795,,https://data.laregion.fr/explore/?refine.publisher=R%C3%A9gion+Occitanie,https://www.data.gouv.fr/fr/organizations/5a153f5688ee3829e2fbf39f/,5a153f5688ee3829e2fbf39f,ptf+datagouv,"Occitanie, DataGouv"
Auvergne-Rhône-Alpes,200053767,REG,84,,,,,8120668,,https://www.datara.gouv.fr/accueil/recherche?producteur,https://www.data.gouv.fr/fr/organizations/60784425bed18cfaefe5e653/,60784425bed18cfaefe5e653,ptf+datagouv,"DatARA, DataGouv"
Provence-Alpes-Côte d'Azur,231300021,REG,93,,,,,5106679,,https://trouver.datasud.fr/organization/region-sud,https://www.data.gouv.fr/fr/organizations/534fffa8a3a7292c64a780d2,534fffa8a3a7292c64a780d2,ptf+datagouv,"Data Sud, DataGouv"
Corse,200076958,CTU,94,,,,,340233,,,,,,
Ain,220100010,DEP,01,001,,,84,659180,,http://departement-ain.opendata.arcgis.com/datasets?source=D%C3%A9partement%20de%20l%27Ain,https://www.data.gouv.fr/fr/organizations/5851009688ee3870fbc65bb3,5851009688ee3870fbc65bb3,ptf+datagouv,"Ain, DataGouv"
Aisne,220200026,DEP,02,002,,,32,546527,,,,,,
Allier,220300016,DEP,03,003,,,84,347035,,,,,,
Alpes-de-Haute-Provence,220400014,DEP,04,004,,,93,168381,,https://trouver.datasud.fr/organization/departement-des-alpes-de-haute-provence,https://www.data.gouv.fr/fr/organizations/62344583fb72d30231b482f5/,62344583fb72d30231b482f5,ptf+datagouv,"Data Sud, DataGouv"
Hautes-Alpes,220500011,DEP,05,005,,,93,145883,,https://trouver.datasud.fr/dataset?_organization_limit=0&organization=departement-des-hautes-alpes-05&q=,https://www.data.gouv.fr/fr/organizations/5a98083188ee387ee20c3cdb/,5a98083188ee387ee20c3cdb,ptf+datagouv,"Data Sud, DataGouv"
Alpes-Maritimes,220600019,DEP,06,006,,,93,1097496,,https://trouver.datasud.fr/organization/conseil-departemental-des-alpes-maritimes,https://www.data.gouv.fr/fr/organizations/5e00c7456f444104766e92d6/,5e00c7456f444104766e92d6,ptf+datagouv,"Data Sud, DataGouv"
Ardèche,220700017,DEP,07,007,,,84,334688,,https://opendata.ardeche.fr/search/type/dataset,,,ptf,
Ardennes,220800049,DEP,08,008,,,44,280032,,,,,,
Ariège,220900013,DEP,09,009,,,76,157210,,,https://www.data.gouv.fr/fr/organizations/5a90060ec751df1402f350d8/,5a90060ec751df1402f350d8,datagouv,DataGouv
Aube,221000052,DEP,10,010,,,44,317118,,,https://www.data.gouv.fr/fr/organizations/5a216283c751df6333108428/,5a216283c751df6333108428,datagouv,DataGouv
Aude,221100019,DEP,11,011,,,76,379094,,https://opendata.aude.fr/explore/?sort=modified&refine.publisher=D%C3%A9partement+de+l%27Aude,https://www.data.gouv.fr/fr/organizations/60acaf1821f0f41bc0ffdc0d/,60acaf1821f0f41bc0ffdc0d,ptf+datagouv,"Aude, DataGouv"
Aveyron,221200017,DEP,12,012,,,76,289488,,,,,,
Bouches-du-Rhône,221300015,DEP,13,013,,,93,2048504,,,,,,
Calvados,221401185,DEP,14,014,,,28,708344,,,https://www.data.gouv.fr/fr/organizations/5bd96f848b4c415ecb7a9a8b/,5bd96f848b4c415ecb7a9a8b,datagouv,DataGouv
Cantal,221500010,DEP,15,015,,,84,150185,,,https://www.data.gouv.fr/fr/organizations/534fff69a3a7292c64a77d94,534fff69a3a7292c64a77d94,datagouv,DataGouv
Charente,221600018,DEP,16,016,,,75,361539,,https://data16.lacharente.fr/search?collection=Dataset,,,ptf,Charente
Charente-Maritime,221700016,DEP,17,017,,,75,659968,,,https://www.data.gouv.fr/fr/organizations/59b6449a88ee38073588ac9d,59b6449a88ee38073588ac9d,datagouv,DataGouv
Cher,221800014,DEP,18,018,,,24,311456,,,,,,
Corrèze,221927205,DEP,19,019,,,75,249135,,,,,,
Côte-d'Or,222100018,DEP,21,021,,,27,545798,,https://trouver.ternum-bfc.fr/organization/conseil-departemental-de-cote-dor,https://www.data.gouv.fr/fr/organizations/63455a51b009d9b28d09a465/,63455a51b009d9b28d09a465,ptf+datagouv,"Bourgogne-Franche-Comté, DataGouv"
Côtes-d'Armor,222200016,DEP,22,022,,,53,617107,,http://datarmor.cotesdarmor.fr/web/guest/donnees,https://www.data.gouv.fr/fr/organizations/54aff788c751df39e138127d,54aff788c751df39e138127d,ptf+datagouv,"Dat'Armor, DataGouv"
Creuse,222309627,DEP,23,023,,,75,122133,,,,,,
Dordogne,222400012,DEP,24,024,,,75,424095,,,,,,
Doubs,222500019,DEP,25,025,,,27,552643,,https://opendata.doubs.fr/explore/?refine.publisher=CD25,https://www.data.gouv.fr/fr/organizations/5bd2e3918b4c413473d1b144/,5bd2e3918b4c413473d1b144,ptf+datagouv,"Doubs, DataGouv"
Drôme,222600017,DEP,26,026,,,84,524574,,,,,,
Eure,222702292,DEP,27,027,,,28,614926,,https://opendata.eure.fr/search,,,ptf,Eure
Eure-et-Loir,222800013,DEP,28,028,,,24,443538,,https://data.eurelien.fr/explore/?refine.publisher=CD28,https://www.data.gouv.fr/fr/organizations/58b3e7e588ee3814c598d150,58b3e7e588ee3814c598d150,ptf+datagouv,"Eurelien, DataGouv"
Finistère,222900011,DEP,29,029,,,53,933992,,https://opendata.finistere.fr/explore/?refine.publisher=D%C3%A9partement+du+Finist%C3%A8re,https://www.data.gouv.fr/fr/organizations/5a86b30588ee38553adbaa6e/,5a86b30588ee38553adbaa6e,ptf+datagouv,"Finistère, DataGouv"
Gard,223000019,DEP,30,030,,,76,757764,,,https://www.data.gouv.fr/fr/organizations/5fd1e3ddd8016453bf402e4b/,5fd1e3ddd8016453bf402e4b,datagouv,DataGouv
Haute-Garonne,223100017,DEP,31,031,,,76,1385122,,https://data.haute-garonne.fr/explore/?refine.publisher=Conseil+départemental+de+la+Haute-Garonne,https://www.data.gouv.fr/fr/organizations/582a045088ee3875cec65bb4,582a045088ee3875cec65bb4,ptf+datagouv,"Haute-Garonne, DataGouv"
Gers,223200015,DEP,32,032,,,76,197953,,https://data.gers.fr/explore/?disjunctive.publisher&sort=modified&refine.publisher=Département+du+Gers,https://www.data.gouv.fr/fr/organizations/5d2485a58b4c417f5f478a9f/,56f3b0a6c751df13e653faef,ptf+datagouv,"Gers, DataGouv"
Gironde,223300013,DEP,33,033,,,75,1607545,,,https://www.data.gouv.fr/fr/organizations/534fff67a3a7292c64a77d83/,534fff67a3a7292c64a77d83,datagouv,DataGouv
Hérault,223400011,DEP,34,034,,,76,1162867,,https://www.herault-data.fr/explore/?disjunctive.publisher&sort=modified&refine.publisher=Conseil+D%C3%A9partemental+de+l%27H%C3%A9rault,https://www.data.gouv.fr/fr/organizations/59087a45c751df5a2a2c425f/,59087a45c751df5a2a2c425f,ptf+datagouv,"Hérault, DataGouv"
Ille-et-Vilaine,223500018,DEP,35,035,,,53,1084554,,,https://www.data.gouv.fr/fr/organizations/5d15cbed8b4c411740bae4bc/,5d15cbed8b4c411740bae4bc,datagouv,DataGouv
Indre,223600016,DEP,36,036,,,24,227999,,,https://www.data.gouv.fr/fr/organizations/5a82f34188ee380c10423e48/,5a82f34188ee380c10423e48,datagouv,DataGouv
Indre-et-Loire,223700014,DEP,37,037,,,24,618820,,https://data-cd37.opendata.arcgis.com/search,https://www.data.gouv.fr/fr/organizations/5733002788ee384aabd1b934/,5733002788ee384aabd1b934,ptf+datagouv,"Indre-et-Loire, DataGouv"
Isère,223800012,DEP,38,038,,,84,1283384,,https://opendata.isere.fr/explore/?sort=modified&refine.publisher=D%C3%A9partement+de+l%27Is%C3%A8re,https://www.data.gouv.fr/fr/organizations/5bb1c7e4634f412a95dff6b9/,5bb1c7e4634f412a95dff6b9,ptf+datagouv,"Isère, DataGouv"
Jura,223900010,DEP,39,039,,,27,269344,,https://trouver.ternum-bfc.fr/organization/departement-du-jura,,,ptf,Bourgogne-Franche-Comté
Landes,224000018,DEP,40,040,,,75,419709,,,,,,
Loir-et-Cher,224100016,DEP,41,041,,,24,340499,,https://departement41-centrevaldeloire.opendatasoft.com/explore/?disjunctive.theme&disjunctive.publisher&disjunctive.keyword&disjunctive.features&sort=explore.popularity_score&refine.publisher=CD41,https://www.data.gouv.fr/fr/organizations/534fff68a3a7292c64a77d8a,534fff68a3a7292c64a77d8a,ptf+datagouv,"Centre Val-de-Loire, DataGouv"
Loire,224200014,DEP,42,042,,,84,777328,,,,,,
Haute-Loire,224300012,DEP,43,043,,,84,234190,,,https://www.data.gouv.fr/fr/organizations/602bd31ea61a18a27736a6f1/,602bd31ea61a18a27736a6f1,datagouv,DataGouv
Loire-Atlantique,224400028,DEP,44,044,,,52,1423152,,https://data.loire-atlantique.fr/explore/?refine.publisher=Département+de+Loire-Atlantique,https://www.data.gouv.fr/fr/organizations/534fff6fa3a7292c64a77dc1/,534fff6fa3a7292c64a77dc1,ptf+datagouv,"Loire-Atlantique, DataGouv"
Loiret,224500017,DEP,45,045,,,24,692540,,,https://www.data.gouv.fr/fr/organizations/57d90ef4c751df44fb79df72/,57d90ef4c751df44fb79df72,datagouv,DataGouv
Lot,224600015,DEP,46,046,,,76,179556,,,https://www.data.gouv.fr/fr/organizations/5ac5c34488ee386e5ad2bb40/,5ac5c34488ee386e5ad2bb40,datagouv,DataGouv
Lot-et-Garonne,224700013,DEP,47,047,,,75,341270,,,,,,
Lozère,224800011,DEP,48,048,,,76,80240,,,,,,
Maine-et-Loire,224900019,DEP,49,049,,,52,833154,,https://data.maine-et-loire.fr/explore/?q=&disjunctive.diffuseur&disjunctive.publisher&source=shared&sort=modified&geonav=world%2Fworld_fr%2Ffr_40_52%2Ffr_60_49&geonav-asc&refine.publisher=D%C3%A9partement+de+Maine-et-Loire,https://www.data.gouv.fr/fr/organizations/5e32cef58b4c411011bd3bab/,5e32cef58b4c411011bd3bab,ptf+datagouv,"Maine-et-Loire, DataGouv"
Manche,225005024,DEP,50,050,,,28,512923,,,https://www.data.gouv.fr/fr/organizations/534fff67a3a7292c64a77d87,534fff67a3a7292c64a77d87,ptf+datagouv,
Marne,225100015,DEP,51,051,,,44,580671,,,,,,
Haute-Marne,225200013,DEP,52,052,,,44,180753,,,,,,
Mayenne,225300011,DEP,53,053,,,52,316750,,,https://www.data.gouv.fr/fr/organizations/5aeab860c751df3bca98b623/,5aeab860c751df3bca98b623,datagouv,DataGouv
Meurthe-et-Moselle,225400019,DEP,54,054,,,44,745300,,,https://www.data.gouv.fr/fr/organizations/5bc74634634f4144ed36741c/,5bc74634634f4144ed36741c,datagouv,DataGouv
Meuse,225500016,DEP,55,055,,,44,192588,,,https://www.data.gouv.fr/fr/organizations/62a9e172655001b5fe4761cb/,62a9e172655001b5fe4761cb,datagouv,DataGouv
Morbihan,225600014,DEP,56,056,,,53,771911,,,https://www.data.gouv.fr/fr/organizations/5c924c1c8b4c41159d78d937/,5c924c1c8b4c41159d78d937,datagouv,DataGouv
Moselle,225700012,DEP,57,057,,,44,1062217,,http://www.moselleopendata.fr/datas,,,ptf,
Nièvre,225800010,DEP,58,058,,,27,212742,,https://trouver.ternum-bfc.fr/dataset?_organization_limit=0&organization=direction-departementale-des-territoires-de-la-nievre-ddt-58,https://www.data.gouv.fr/fr/organizations/59367c42c751df5751fcc925,59367c42c751df5751fcc925,ptf+datagouv,"Bourgogne-Franche-Comté, DataGouv"
Nord,225900018,DEP,59,059,,,32,2635255,,https://geonord-lenord.opendata.arcgis.com,,,ptf,GéoNord
Oise,226000016,DEP,60,060,,,32,841948,,http://opendata.oise.fr/donnees/,https://www.data.gouv.fr/fr/organizations/534fff67a3a7292c64a77d7d,534fff67a3a7292c64a77d7d,ptf+datagouv,"Oise, DataGouv"
Orne,226100014,DEP,61,061,,,28,291557,,,,,,
Pas-de-Calais,226200012,DEP,62,062,,,32,1489983,,,https://www.data.gouv.fr/fr/organizations/639af60107ee6640d345efa7/,639af60107ee6640d345efa7,datagouv,DataGouv
Puy-de-Dôme,226300010,DEP,63,063,,,84,668301,,https://www.puy-de-dome.fr/open-data.html,,,ptf,Puy-de-Dôme
Pyrénées-Atlantiques,226400018,DEP,64,064,,,75,695965,,https://data.le64.fr/explore/?refine.publisher=D%C3%A9partement+des+Pyr%C3%A9n%C3%A9es-Atlantiques,,,ptf,Pyrénées-Atlantiques
Hautes-Pyrénées,226500015,DEP,65,065,,,76,234591,,https://opendata.ha-py.fr/explore/?refine.publisher=D%C3%A9partement+des+Hautes-Pyr%C3%A9n%C3%A9es,https://www.data.gouv.fr/fr/organizations/5c3f1ca2634f411d2aef4ddb/,5c3f1ca2634f411d2aef4ddb,ptf+datagouv,"Hautes-Pyrénées, DataGouv"
Pyrénées-Orientales,226600013,DEP,66,066,,,76,482368,,,https://www.data.gouv.fr/fr/organizations/5ab9f242c751df2f936031d6,5ab9f242c751df2f936031d6,datagouv,DataGouv
Alsace,226700011,DEP,67A,67A,,,44,1141511,,,https://www.data.gouv.fr/fr/organizations/5abcf3c688ee386e18f7f79c/,5abcf3c688ee386e18f7f79c,datagouv,DataGouv
Alsace,226800019,DEP,67A,67A,,,44,777917,,,,,,
Rhône,226900017,DEP,69,069,,,84,467273,,,,,,
Métropole de Lyon,200046977,DEP,691,691,,,84,1402326,,https://data.grandlyon.com/recherche?responsibleParty.organisationName=M%C3%A9tropole%20de%20Lyon,https://www.data.gouv.fr/fr/organizations/534fff7aa3a7292c64a77e0c,534fff7aa3a7292c64a77e0c,ptf+datagouv,"Métropole de Lyon, DataGouv"
Haute-Saône,227000015,DEP,70,070,,,27,243264,,,,,,
Saône-et-Loire,227100013,DEP,71,071,,,27,569531,,https://trouver.ternum-bfc.fr/organization/departement-de-saone-et-loire,https://www.data.gouv.fr/fr/organizations/534fff68a3a7292c64a77d8d,534fff68a3a7292c64a77d8d,ptf+datagouv,"Bourgogne-Franche-Comté, DataGouv"
Sarthe,227200029,DEP,72,072,,,52,579650,,https://data.sarthe.fr/explore/?q=&source=shared&sort=modified&geonav=world%2Fworld_fr%2Ffr_40_52%2Ffr_60_72&geonav-asc&refine.publisher=D%C3%A9partement+de+la+Sarthe,,,ptf,Sarthe
Savoie,227300019,DEP,73,073,,,84,443787,,,https://www.data.gouv.fr/fr/organizations/59f843bcc751df5a1b4776b6,59f843bcc751df5a1b4776b6,datagouv,DataGouv
Haute-Savoie,227400017,DEP,74,074,,,84,828417,,,,,,
Paris,217500016,DEP,75,075,,,11,2204773,,https://opendata.paris.fr/explore/?sort=modified,https://www.data.gouv.fr/fr/organizations/534fff89a3a7292c64a77eb7,534fff89a3a7292c64a77eb7,ptf+datagouv,"Paris, DataGouv"
Seine-Maritime,227605409,DEP,76,076,,,28,1275559,,https://www.opendata76.fr,,,ptf,Seine-Maritime
Seine-et-Marne,227700010,DEP,77,077,,,11,1420469,,,https://www.data.gouv.fr/fr/organizations/5c13da1f8b4c41461f8a544c/,5c13da1f8b4c41461f8a544c,datagouv,DataGouv
Yvelines,227806460,DEP,78,078,,,11,1463091,,,,,,
Deux-Sèvres,227900016,DEP,79,079,,,75,384479,,,https://www.data.gouv.fr/fr/organizations/59ba4600c751df6bbdb72c11,59ba4600c751df6bbdb72c11,datagouv,DataGouv
Somme,228000014,DEP,80,080,,,32,582464,,,https://www.data.gouv.fr/fr/organizations/5919a313c751df1c22411168,5919a313c751df1c22411168,datagouv,DataGouv
Tarn,228100012,DEP,81,081,,,76,398412,,,,,,
Tarn-et-Garonne,228200010,DEP,82,082,,,76,264130,,,,,,
Var,228300018,DEP,83,083,,,93,1075653,,https://trouver.datasud.fr/organization/conseil-departemental-du-var,,,ptf,Data Sud
Vaucluse,228400016,DEP,84,084,,,93,570762,,https://trouver.datasud.fr/organization/conseil-departemental-de-vaucluse,,,ptf,Data Sud
Vendée,228500013,DEP,85,085,,,52,693455,,,,,,
Vienne,228600011,DEP,86,086,,,75,447150,,,https://www.data.gouv.fr/fr/organizations/59bfe09988ee3809d96507cb/,59bfe09988ee3809d96507cb,datagouv,DataGouv
Haute-Vienne,228708517,DEP,87,087,,,75,381379,,,,,,
Vosges,228800017,DEP,88,088,,,44,378986,,,,,,
Yonne,228900015,DEP,89,089,,,27,346902,,https://trouver.ternum-bfc.fr/organization/conseil-departemental-de-lyonne,,,ptf,
Territoire de Belfort,229000013,DEP,90,090,,,27,145640,,,,,,
Essonne,229102280,DEP,91,091,,,11,1310599,,,,,,
Hauts-de-Seine,229200506,DEP,92,092,,,11,1625917,,https://opendata.hauts-de-seine.fr/explore/?refine.publisher=D%C3%A9partement+des+Hauts-de-Seine,https://www.data.gouv.fr/fr/organizations/544e1b0888ee38289ae1ed05,544e1b0888ee38289ae1ed05,ptf+datagouv,"Hauts-de-Seine, DataGouv"
Seine-Saint-Denis,229300082,DEP,93,093,,,11,1630133,,http://data.seine-saint-denis.fr/spip.php?page=data2_rubrique,https://www.data.gouv.fr/fr/organizations/5457bc26c751df7378225d2e,5457bc26c751df7378225d2e,ptf+datagouv,"Seine-Saint-Denis, DataGouv"
Val-de-Marne,229400288,DEP,94,094,,,11,1397035,,,,,,
Val-d'Oise,229501275,DEP,95,095,,,11,1239262,,,,,,
Guadeloupe,229710017,DEP,971,971,,,1,396153,,,,,,
La Réunion,229740014,DEP,974,974,,,4,863063,,,,,,
Mayotte,229850003,DEP,976,976,,,6,262895,,,,,,
L'Abergement-Clémenciat,210100012,COM,01001,,01,001,84,794,200069193,,,,,
L'Abergement-de-Varey,210100020,COM,01002,,01,001,84,249,240100883,,,,,
Ambérieu-en-Bugey,210100046,COM,01004,,01,001,84,14428,240100883,,,,,
Ambérieux-en-Dombes,210100053,COM,01005,,01,001,84,1723,200042497,,,,,
Ambléon,210100061,COM,01006,,01,001,84,117,200040350,,,,,
Ambronay,210100079,COM,01007,,01,001,84,2841,240100883,,,,,
Ambutrix,210100087,COM,01008,,01,001,84,767,240100883,,,,,
Andert-et-Condon,210100095,COM,01009,,01,001,84,339,200040350,,,,,
Anglefort,210100103,COM,01010,,01,001,84,1132,200070852,,,,,
Apremont,210100111,COM,01011,,01,001,84,387,200042935,,,,,
Aranc,210100129,COM,01012,,01,001,84,330,200042935,,,,,
Arandas,210100137,COM,01013,,01,001,84,148,240100883,,,,,
Arbent,210100145,COM,01014,,01,001,84,3459,200042935,,,,,
Arboys en Bugey,200053668,COM,01015,,01,001,84,661,200040350,,,,,
Arbigny,210100160,COM,01016,,01,001,84,468,200071371,,,,,
Argis,210100178,COM,01017,,01,001,84,458,240100883,,,,,
Armix,210100194,COM,01019,,01,001,84,29,200040350,,,,,
Ars-sur-Formans,210100210,COM,01021,,01,001,84,1438,200042497,,,,,
Artemare,210100228,COM,01022,,01,001,84,1255,200040350,,,,,
Asnières-sur-Saône,210100236,COM,01023,,01,001,84,66,200071371,,,,,
Attignat,210100244,COM,01024,,01,001,84,3275,200071751,,,,,
Bâgé-Dommartin,200077220,COM,01025,,01,001,84,4200,200071371,,,,,
Bâgé-le-Châtel,210100269,COM,01026,,01,001,84,983,200071371,,,,,
Balan,210100277,COM,01027,,01,001,84,2741,240100610,,,,,
Baneins,210100285,COM,01028,,01,001,84,611,200069193,,,,,
Beaupont,210100293,COM,01029,,01,001,84,697,200071751,,,,,
Beauregard,210100301,COM,01030,,01,001,84,880,200042497,,,,,
Bellignat,210100319,COM,01031,,01,001,84,3859,200042935,,,,,
Béligneux,210100327,COM,01032,,01,001,84,3362,240100610,,,,,
Valserhône,200083863,COM,01033,,01,001,84,16804,240100891,,,,,
Belley,210100343,COM,01034,,01,001,84,9499,200040350,,,,,
Belleydoux,210100350,COM,01035,,01,001,84,322,200042935,,,,,
Valromey-sur-Séran,200086411,COM,01036,,01,001,84,1329,200040350,,,,,
Bénonces,210100376,COM,01037,,01,001,84,302,240100883,,,,,
Bény,210100384,COM,01038,,01,001,84,777,200071751,,,,,
Béon,210100392,COM,01039,,01,001,84,462,,,,,,
Béréziat,210100400,COM,01040,,01,001,84,501,200071751,,,,,
Bettant,210100418,COM,01041,,01,001,84,769,240100883,,,,,
Bey,210100426,COM,01042,,01,001,84,293,200070555,,,,,
Beynost,210100434,COM,01043,,01,001,84,4721,240100800,,https://www.data.gouv.fr/fr/organizations/6163f19e65890e747465a0c5/,6163f19e65890e747465a0c5,datagouv,DataGouv
Billiat,210100442,COM,01044,,01,001,84,637,240100891,,,,,
Birieux,210100459,COM,01045,,01,001,84,287,200069193,,,,,
Biziat,210100467,COM,01046,,01,001,84,885,200070555,,,,,
Blyes,210100475,COM,01047,,01,001,84,1032,240100883,,,,,
La Boisse,210100491,COM,01049,,01,001,84,3267,240100610,,,,,
Boissey,210100509,COM,01050,,01,001,84,342,200071371,,,,,
Bolozon,210100517,COM,01051,,01,001,84,90,200042935,,,,,
Bouligneux,210100525,COM,01052,,01,001,84,334,200069193,,,,,
Bourg-en-Bresse,210100533,COM,01053,,01,001,84,43306,200071751,,,,,
Bourg-Saint-Christophe,210100541,COM,01054,,01,001,84,1395,240100883,,,,,
Boyeux-Saint-Jérôme,210100566,COM,01056,,01,001,84,351,200029999,,,,,
Boz,210100574,COM,01057,,01,001,84,519,200071371,,,,,
Brégnier-Cordon,210100582,COM,01058,,01,001,84,852,200040350,,,,,
Brénod,210100608,COM,01060,,01,001,84,530,200042935,,,,,
Brens,210100616,COM,01061,,01,001,84,1193,200040350,,,,,
Bressolles,210100624,COM,01062,,01,001,84,931,240100610,,,,,
Brion,210100632,COM,01063,,01,001,84,528,200042935,,,,,
Briord,210100640,COM,01064,,01,001,84,1026,240100883,,,,,
Buellas,210100657,COM,01065,,01,001,84,1845,200071751,,,,,
La Burbanche,210100665,COM,01066,,01,001,84,78,200040350,,,,,
Ceignes,210100673,COM,01067,,01,001,84,267,200042935,,,,,
Cerdon,210100681,COM,01068,,01,001,84,797,200029999,,,,,
Certines,210100699,COM,01069,,01,001,84,1557,200071751,,,,,
Cessy,210100715,COM,01071,,01,001,84,4972,240100750,,,,,
Ceyzériat,210100723,COM,01072,,01,001,84,3218,200071751,,,,,
Ceyzérieu,210100731,COM,01073,,01,001,84,1033,200040350,,,,,
Chalamont,210100749,COM,01074,,01,001,84,2484,200069193,,,,,
Chaleins,210100756,COM,01075,,01,001,84,1376,200070118,,,,,
Chaley,210100764,COM,01076,,01,001,84,133,240100883,,,,,
Challes-la-Montagne,210100772,COM,01077,,01,001,84,197,200029999,,,,,
Challex,210100780,COM,01078,,01,001,84,1498,240100750,,,,,
Champagne-en-Valromey,210100798,COM,01079,,01,001,84,851,200040350,,,,,
Champdor-Corcelles,200056695,COM,01080,,01,001,84,665,200042935,,,,,
Champfromier,210100814,COM,01081,,01,001,84,750,240100891,,,,,
Chanay,210100822,COM,01082,,01,001,84,639,240100891,,,,,
Chaneins,210100830,COM,01083,,01,001,84,925,200069193,,,,,
Chanoz-Châtenay,210100848,COM,01084,,01,001,84,861,200070555,,,,,
La Chapelle-du-Châtelard,210100855,COM,01085,,01,001,84,393,200069193,,,,,
Charix,210100871,COM,01087,,01,001,84,295,200042935,,,,,
Charnoz-sur-Ain,210100889,COM,01088,,01,001,84,940,240100883,,,,,
Château-Gaillard,210100897,COM,01089,,01,001,84,2187,240100883,,,,,
Châtenay,210100905,COM,01090,,01,001,84,345,200069193,,,,,
Châtillon-la-Palud,210100921,COM,01092,,01,001,84,1652,200069193,,,,,
Châtillon-sur-Chalaronne,210100939,COM,01093,,01,001,84,5060,200069193,,,,,
Chavannes-sur-Reyssouze,210100947,COM,01094,,01,001,84,765,200071371,,,,,
Nivigne et Suran,200062537,COM,01095,,01,001,84,825,200071751,,,,,
Chaveyriat,210100962,COM,01096,,01,001,84,1037,200070555,,,,,
Chazey-Bons,200063121,COM,01098,,01,001,84,1148,200040350,,,,,
Chazey-sur-Ain,210100996,COM,01099,,01,001,84,1551,240100883,,,,,
Cheignieu-la-Balme,210101002,COM,01100,,01,001,84,138,200040350,,,,,
Chevillard,210101010,COM,01101,,01,001,84,160,200042935,,,,,
Chevroux,210101028,COM,01102,,01,001,84,967,200071371,,,,,
Chevry,210101036,COM,01103,,01,001,84,1852,240100750,,,,,
Chézery-Forens,210101044,COM,01104,,01,001,84,478,240100750,,,,,
Civrieux,210101051,COM,01105,,01,001,84,1736,200042497,,,,,
Cize,210101069,COM,01106,,01,001,84,181,200071751,,,,,
Cleyzieu,210101077,COM,01107,,01,001,84,140,240100883,,,,,
Coligny,210101085,COM,01108,,01,001,84,1206,200071751,,,,,
