nom,SIREN,type,COG,COG_3digits,code_departement,code_departement_3digits,code_region,population,EPCI,url-ptf,url-datagouv,id-datagouv,merge,ptf,trancheEffectifsUniteLegale,EffectifsSup50
Aubigny-sur-Nère,211800156,COM,18015,,18,018,24,5618,200000933.0,,,,,,22.0,True
Bourges,211800339,COM,18033,,18,018,24,66589,241800507.0,,,,,,42.0,True
La Chapelle-Saint-Ursin,211800503,COM,18050,,18,018,24,3621,241800507.0,,,,,,22.0,True
Dun-sur-Auron,211800875,COM,18087,,18,018,24,3921,241800424.0,,,,,,21.0,True
Mehun-sur-Yèvre,211801410,COM,18141,,18,018,24,6687,241800507.0,,,,,,22.0,True
Saint-Amand-Montrond,211801972,COM,18197,,18,018,24,9714,200036135.0,,,,,,32.0,True
Saint-Doulchard,211802053,COM,18205,,18,018,24,9752,241800507.0,,,,,,22.0,True
Saint-Florent-sur-Cher,211802079,COM,18207,,18,018,24,6639,241800457.0,,,,,,22.0,True
Saint-Germain-du-Puy,211802137,COM,18213,,18,018,24,5199,241800507.0,,,,,,22.0,True
Trouy,211802673,COM,18267,,18,018,24,4075,241800507.0,,,,,,21.0,True
Vierzon,211802798,COM,18279,,18,018,24,26441,200090561.0,,,,,,41.0,True
Allassac,211900501,COM,19005,,19,019,75,4006,200043172.0,,,,,,21.0,True
Brive-la-Gaillarde,211903109,COM,19031,,19,019,75,48202,200043172.0,,,,,,42.0,True
Égletons,211907308,COM,19073,,19,019,75,5086,241900133.0,,,,,,21.0,True
Malemort,200055200,COM,19123,,19,019,75,8151,200043172.0,,,,,,22.0,True
Objat,211915301,COM,19153,,19,019,75,3735,200043172.0,,,,,,21.0,True
Saint-Pantaléon-de-Larche,211922901,COM,19229,,19,019,75,4868,200043172.0,,,,,,21.0,True
Tulle,211927207,COM,19272,,19,019,75,15464,241927201.0,,,,,,32.0,True
Ussac,211927405,COM,19274,,19,019,75,4294,200043172.0,,,,,,21.0,True
Ussel,211927504,COM,19275,,19,019,75,10124,200066744.0,,,,,,32.0,True
Auxonne,212100382,COM,21038,,21,021,27,7708,200070902.0,,,,,,22.0,True
Beaune,212100549,COM,21054,,21,021,27,21747,200006682.0,,,,,,32.0,True
Châtillon-sur-Seine,212101547,COM,21154,,21,021,27,5722,242101434.0,,,,,,22.0,True
Chenôve,212101661,COM,21166,,21,021,27,14106,242100410.0,,,,,,41.0,True
Chevigny-Saint-Sauveur,212101711,COM,21171,,21,021,27,11539,242100410.0,,,,,,31.0,True
Dijon,212102313,COM,21231,,21,021,27,160204,242100410.0,,,,,,51.0,True
Fontaine-lès-Dijon,212102784,COM,21278,,21,021,27,9072,242100410.0,,,,,,22.0,True
Genlis,212102925,COM,21292,,21,021,27,5386,200000925.0,,,,,,21.0,True
Is-sur-Tille,212103170,COM,21317,,21,021,27,4458,242100154.0,,,,,,21.0,True
Longvic,212103550,COM,21355,,21,021,27,8739,242100410.0,,,,,,32.0,True
Marsannay-la-Côte,212103907,COM,21390,,21,021,27,5425,242100410.0,,,,,,22.0,True
Montbard,212104251,COM,21425,,21,021,27,5282,242101491.0,,,,,,22.0,True
Nuits-Saint-Georges,212104640,COM,21464,,21,021,27,5577,200070894.0,,,,,,21.0,True
Quetigny,212105159,COM,21515,,21,021,27,9935,242100410.0,,,,,,32.0,True
Saint-Apollinaire,212105407,COM,21540,,21,021,27,7567,242100410.0,,https://www.data.gouv.fr/fr/organizations/5aec1fe488ee384cbcf3befe/,5aec1fe488ee384cbcf3befe,datagouv,DataGouv,22.0,True
Semur-en-Auxois,212106033,COM,21603,,21,021,27,4492,200071017.0,,,,,,22.0,True
Talant,212106173,COM,21617,,21,021,27,11924,242100410.0,,https://www.data.gouv.fr/fr/organizations/5b3ddb3488ee3819894581db/,5b3ddb3488ee3819894581db,datagouv,DataGouv,31.0,True
Bégard,212200042,COM,22004,,22,022,53,4886,200067981.0,http://datarmor.cotesdarmor.fr/web/guest/donnees,,,ptf,Dat'Armor,21.0,True
Le Mené,200054294,COM,22046,,22,022,53,6539,200067460.0,,,,,,22.0,True
Dinan,200076578,COM,22050,,22,022,53,14741,200068989.0,,,,,,32.0,True
Erquy,212200547,COM,22054,,22,022,53,4004,200069391.0,,,,,,22.0,True
Binic-Étables-sur-Mer,200061463,COM,22055,,22,022,53,7226,200069409.0,,,,,,22.0,True
Guingamp,212200703,COM,22070,,22,022,53,7461,200067981.0,http://datarmor.cotesdarmor.fr/web/guest/donnees,,,ptf,Dat'Armor,22.0,True
Hillion,212200810,COM,22081,,22,022,53,4235,200069409.0,,,,,,21.0,True
Lamballe-Armor,200084176,COM,22093,,22,022,53,17037,200069391.0,,,,,,31.0,True
Langueux,212201065,COM,22106,,22,022,53,7952,200069409.0,,,,,,22.0,True
Lannion,212201131,COM,22113,,22,022,53,20852,200065928.0,http://datarmor.cotesdarmor.fr/web/guest/donnees,,,ptf,Dat'Armor,41.0,True
Lanvallay,212201180,COM,22118,,22,022,53,4286,200068989.0,,,,,,21.0,True
Loudéac,212201362,COM,22136,,22,022,53,9952,200067460.0,,,,,,31.0,True
Paimpol,212201628,COM,22162,,22,022,53,7508,200067981.0,,,,,,22.0,True
Perros-Guirec,212201685,COM,22168,,22,022,53,7335,200065928.0,,,,,,22.0,True
Plaintel,212201719,COM,22171,,22,022,53,4432,200069409.0,http://datarmor.cotesdarmor.fr/web/guest/donnees,https://www.data.gouv.fr/fr/organizations/588f0a98c751df12c6ae0a66,588f0a98c751df12c6ae0a66,ptf+datagouv,"Dat'Armor, DataGouv",21.0,True
Plédran,212201768,COM,22176,,22,022,53,6777,200069409.0,,,,,,22.0,True
Plémet,200057826,COM,22183,,22,022,53,3777,200067460.0,,,,,,21.0,True
Pléneuf-Val-André,212201867,COM,22186,,22,022,53,4202,200069391.0,,,,,,21.0,True
Plérin,212201875,COM,22187,,22,022,53,14545,200069409.0,http://datarmor.cotesdarmor.fr/web/guest/donnees,https://www.data.gouv.fr/fr/organizations/584ed32c88ee38733fc65bb3,584ed32c88ee38733fc65bb3,ptf+datagouv,"Dat'Armor, DataGouv",32.0,True
Pleslin-Trigavou,212201909,COM,22190,,22,022,53,3701,200068989.0,,,,,,21.0,True
Plestin-les-Grèves,212201941,COM,22194,,22,022,53,3680,200065928.0,,,,,,21.0,True
Pleumeur-Bodou,212201982,COM,22198,,22,022,53,4091,200065928.0,,,,,,21.0,True
Plœuc-L'Hermitage,200054252,COM,22203,,22,022,53,4139,200069409.0,http://datarmor.cotesdarmor.fr/donnees,,,ptf,Dat'Armor,21.0,True
Châtelaudren-Plouagat,200082857,COM,22206,,22,022,53,3923,200069086.0,,,,,,21.0,True
Beaussais-sur-Mer,200064699,COM,22209,,22,022,53,3618,200068989.0,http://datarmor.cotesdarmor.fr/web/guest/donnees,,,ptf,Dat'Armor,21.0,True
Ploubezre,212202113,COM,22211,,22,022,53,3718,200065928.0,,,,,,21.0,True
Plouër-sur-Rance,212202139,COM,22213,,22,022,53,3638,200068989.0,,,,,,21.0,True
Ploufragan,212202154,COM,22215,,22,022,53,11898,200069409.0,http://datarmor.cotesdarmor.fr/donnees,,,ptf,Dat'Armor,32.0,True
Plouha,212202220,COM,22222,,22,022,53,4591,200069086.0,,,,,,21.0,True
Ploumagoar,212202253,COM,22225,,22,022,53,5554,200067981.0,,,,,,21.0,True
Pordic,200056703,COM,22251,,22,022,53,7369,200069409.0,,,,,,22.0,True
Quessoy,212202584,COM,22258,,22,022,53,4019,200069391.0,https://data-catalogue.megalis.bretagne.bzh/fr/organizations/commune-de-quessoy/,,,ptf,Mégalis Bretagne,21.0,True
Quévert,212202592,COM,22259,,22,022,53,3856,200068989.0,,,,,,21.0,True
Saint-Brieuc,212202782,COM,22278,,22,022,53,46006,200069409.0,http://datarmor.cotesdarmor.fr/web/guest/donnees,,,ptf,Dat'Armor,42.0,True
Trébeurden,212203434,COM,22343,,22,022,53,3762,200065928.0,,,,,,21.0,True
Trégueux,212203608,COM,22360,,22,022,53,8595,200069409.0,http://datarmor.cotesdarmor.fr/web/guest/donnees,,,ptf,Dat'Armor,22.0,True
Yffiniac,212203897,COM,22389,,22,022,53,5117,200069409.0,http://datarmor.cotesdarmor.fr/web/guest/donnees,,,ptf,Dat'Armor,22.0,True
Aubusson,212300800,COM,23008,,23,023,75,3551,200044014.0,,,,,,21.0,True
Guéret,212309603,COM,23096,,23,023,75,13764,200034825.0,,,,,,32.0,True
La Souterraine,212317606,COM,23176,,23,023,75,5448,242300135.0,,,,,,22.0,True
Bassillac et Auberoche,200065159,COM,24026,,24,024,75,4580,200040392.0,,,,,,21.0,True
Bergerac,212400378,COM,24037,,24,024,75,27567,200070647.0,,https://www.data.gouv.fr/fr/organizations/5dc4192f8b4c41249cc6a390/,5dc4192f8b4c41249cc6a390,datagouv,DataGouv,41.0,True
Boulazac Isle Manoire,200065357,COM,24053,,24,024,75,10932,200040392.0,,,,,,31.0,True
Brantôme en Périgord,200084127,COM,24064,,24,024,75,3759,200041572.0,,,,,,21.0,True
Chancelade,212401020,COM,24102,,24,024,75,4344,200040392.0,,,,,,21.0,True
Coulounieix-Chamiers,212401384,COM,24138,,24,024,75,8008,200040392.0,,,,,,22.0,True
Montpon-Ménestérol,212402945,COM,24294,,24,024,75,5578,200040384.0,,,,,,21.0,True
Sanilhac,200065464,COM,24312,,24,024,75,4651,200040392.0,,,,,,21.0,True
Périgueux,212403224,COM,24322,,24,024,75,31552,200040392.0,,,,,,41.0,True
Prigonrieux,212403406,COM,24340,,24,024,75,4235,200070647.0,,,,,,21.0,True
Ribérac,212403521,COM,24352,,24,024,75,4008,200040400.0,,,,,,21.0,True
Saint-Astier,212403729,COM,24372,,24,024,75,5590,200040095.0,,,,,,21.0,True
Sarlat-la-Canéda,212405203,COM,24520,,24,024,75,9303,200027217.0,,https://www.data.gouv.fr/fr/organizations/534fffaea3a7292c64a780fe,534fffaea3a7292c64a780fe,datagouv,DataGouv,32.0,True
Terrasson-Lavilledieu,212405476,COM,24547,,24,024,75,6308,200041150.0,,,,,,22.0,True
Trélissac,212405575,COM,24557,,24,024,75,6881,200040392.0,,,,,,22.0,True
Audincourt,212500318,COM,25031,,25,025,27,13569,200065647.0,,,,,,32.0,True
Baume-les-Dames,212500474,COM,25047,,25,025,27,5226,242504447.0,,,,,,21.0,True
Bavans,212500482,COM,25048,,25,025,27,3700,200065647.0,,,,,,21.0,True
Besançon,212500565,COM,25056,,25,025,27,119249,242500361.0,https://trouver.ternum-bfc.fr/dataset?_organization_limit=0&organization=ville-de-besancon,https://www.data.gouv.fr/fr/organizations/539a5b76a3a7293bc272836c/,539a5b76a3a7293bc272836c,ptf+datagouv,"Bourgogne-Franche-Comté, DataGouv",51.0,True
Bethoncourt,212500573,COM,25057,,25,025,27,5725,200065647.0,,,,,,22.0,True
Étupes,212502280,COM,25228,,25,025,27,3791,200065647.0,,,,,,21.0,True
Grand-Charmont,212502843,COM,25284,,25,025,27,5772,200065647.0,,,,,,22.0,True
Hérimoncourt,212503049,COM,25304,,25,025,27,3693,200065647.0,,,,,,21.0,True
Villers-le-Lac,212503213,COM,25321,,25,025,27,5096,242504116.0,,,,,,21.0,True
Maîche,212503569,COM,25356,,25,025,27,4396,200023075.0,,,,,,21.0,True
Mandeure,212503676,COM,25367,,25,025,27,4969,200065647.0,,,,,,22.0,True
Montbéliard,212503882,COM,25388,,25,025,27,25980,200065647.0,,https://www.data.gouv.fr/fr/organizations/5c00089a8b4c414c75aed250/,5c00089a8b4c414c75aed250,datagouv,DataGouv,41.0,True
Morteau,212504112,COM,25411,,25,025,27,7244,242504116.0,,,,,,22.0,True
Ornans,200055903,COM,25434,,25,025,27,4517,200068070.0,,,,,,21.0,True
Pontarlier,212504625,COM,25462,,25,025,27,18033,242500338.0,,,,,,32.0,True
Pont-de-Roide-Vermondans,200037182,COM,25463,,25,025,27,4260,200065647.0,,,,,,22.0,True
Saint-Vit,212505275,COM,25527,,25,025,27,4945,242500361.0,,,,,,22.0,True
Seloncourt,212505390,COM,25539,,25,025,27,5919,200065647.0,,,,,,22.0,True
Sochaux,212505473,COM,25547,,25,025,27,3989,200065647.0,,,,,,22.0,True
Valdahon,212505788,COM,25578,,25,025,27,5692,242504181.0,,,,,,21.0,True
Valentigney,212505804,COM,25580,,25,025,27,10889,200065647.0,,,,,,31.0,True
Anneyron,212600100,COM,26010,,26,026,84,4091,200040491.0,,,,,,21.0,True
Beaumont-lès-Valence,212600373,COM,26037,,26,026,84,3734,200068781.0,,,,,,21.0,True
Bourg-de-Péage,212600571,COM,26057,,26,026,84,10384,200068781.0,,,,,,22.0,True
Bourg-lès-Valence,212600589,COM,26058,,26,026,84,20554,200068781.0,,https://www.data.gouv.fr/fr/organizations/611bd7dfc0296bbc856b6515/,611bd7dfc0296bbc856b6515,datagouv,DataGouv,32.0,True
Chabeuil,212600647,COM,26064,,26,026,84,7053,200068781.0,,,,,,22.0,True
Châteauneuf-sur-Isère,212600845,COM,26084,,26,026,84,4014,200068781.0,,,,,,21.0,True
Chatuzange-le-Goubet,212600886,COM,26088,,26,026,84,5641,200068781.0,,,,,,21.0,True
Crest,212601082,COM,26108,,26,026,84,8773,200040509.0,,,,,,22.0,True
Die,212601132,COM,26113,,26,026,84,4863,242600534.0,,,,,,22.0,True
Donzère,212601165,COM,26116,,26,026,84,5927,200042901.0,,,,,,22.0,True
Étoile-sur-Rhône,212601249,COM,26124,,26,026,84,5603,200068781.0,,,,,,21.0,True
Livron-sur-Drôme,212601652,COM,26165,,26,026,84,9240,242600252.0,,,,,,22.0,True
Loriol-sur-Drôme,212601660,COM,26166,,26,026,84,6680,242600252.0,,,,,,22.0,True
Montélier,212601975,COM,26197,,26,026,84,4254,200068781.0,,,,,,21.0,True
Montélimar,212601983,COM,26198,,26,026,84,40227,200040459.0,,,,,,41.0,True
Nyons,212602205,COM,26220,,26,026,84,6980,200068229.0,,,,,,22.0,True
Pierrelatte,212602353,COM,26235,,26,026,84,13752,200042901.0,,,,,,32.0,True
Pont-de-l'Isère,212602502,COM,26250,,26,026,84,3556,200073096.0,,,,,,21.0,True
Portes-lès-Valence,212602528,COM,26252,,26,026,84,10758,200068781.0,,,,,,31.0,True
Romans-sur-Isère,212602817,COM,26281,,26,026,84,33832,200068781.0,,,,,,41.0,True
Saint-Donat-sur-l'Herbasse,212603013,COM,26301,,26,026,84,4286,200073096.0,,,,,,21.0,True
Saint-Marcel-lès-Valence,212603138,COM,26313,,26,026,84,6363,200068781.0,,,,,,21.0,True
Saint-Paul-Trois-Châteaux,212603245,COM,26324,,26,026,84,9394,200042901.0,,,,,,32.0,True
Saint-Rambert-d'Albon,212603252,COM,26325,,26,026,84,6595,200040491.0,,,,,,22.0,True
Saint-Vallier,212603336,COM,26333,,26,026,84,4067,200040491.0,,,,,,21.0,True
Tain-l'Hermitage,212603476,COM,26347,,26,026,84,6366,200073096.0,,,,,,22.0,True
Valence,212603625,COM,26362,,26,026,84,65028,200068781.0,,,,,,42.0,True
Les Andelys,212700165,COM,27016,,27,027,28,8199,200072312.0,,,,,,31.0,True
Le Val d'Hazey,200059657,COM,27022,,27,027,28,5628,200089456.0,,,,,,22.0,True
Mesnil-en-Ouche,200058162,COM,27049,,27,027,28,4812,200066413.0,,,,,,22.0,True
Bernay,212700561,COM,27056,,27,027,28,10443,200066413.0,,,,,,32.0,True
Beuzeville,212700652,COM,27065,,27,027,28,4667,200066827.0,,,,,,22.0,True
Bosroumois,200063873,COM,27090,,27,027,28,3655,200066405.0,,,,,,21.0,True
Bourg-Achard,212701031,COM,27103,,27,027,28,3996,200066405.0,,,,,,21.0,True
Grand Bourgtheroulde,200058147,COM,27105,,27,027,28,3874,200066405.0,,,,,,21.0,True
Breteuil,200058246,COM,27112,,27,027,28,4544,200066462.0,,,,,,21.0,True
Brionne,212701163,COM,27116,,27,027,28,4430,200066413.0,,,,,,21.0,True
Conches-en-Ouche,212701650,COM,27165,,27,027,28,5095,242700276.0,,,,,,22.0,True
Mesnils-sur-Iton,200084812,COM,27198,,27,027,28,6374,200066462.0,,,,,,21.0,True
Vexin-sur-Epte,200057685,COM,27213,,27,027,28,6202,200072312.0,,,,,,22.0,True
Étrépagny,212702260,COM,27226,,27,027,28,3844,200071843.0,,,,,,21.0,True
Évreux,212702294,COM,27229,,27,027,28,49032,200071454.0,,,,,,42.0,True
Ézy-sur-Eure,212702302,COM,27230,,27,027,28,3722,200040277.0,,,,,,21.0,True
Gaillon,212702757,COM,27275,,27,027,28,7022,200089456.0,,,,,,22.0,True
Gisors,212702849,COM,27284,,27,027,28,11704,200071843.0,,,,,,32.0,True
Gravigny,212702997,COM,27299,,27,027,28,4021,200071454.0,,,,,,21.0,True
Louviers,212703755,COM,27375,,27,027,28,19069,200089456.0,,https://www.data.gouv.fr/fr/organizations/53806fe2a3a7297e4d35d6c6,53806fe2a3a7297e4d35d6c6,datagouv,DataGouv,41.0,True
Le Neubourg,212704282,COM,27428,,27,027,28,4375,242700607.0,,,,,,22.0,True
Pacy-sur-Eure,200063774,COM,27448,,27,027,28,5214,200072312.0,,,,,,22.0,True
Pont-Audemer,200077329,COM,27467,,27,027,28,10475,200065787.0,,,,,,32.0,True
Pont-de-l'Arche,212704696,COM,27469,,27,027,28,4200,200089456.0,,,,,,22.0,True
Saint-André-de-l'Eure,212705073,COM,27507,,27,027,28,4053,200071454.0,,,,,,21.0,True
Le Vaudreuil,212705289,COM,27528,,27,027,28,3806,200089456.0,,,,,,21.0,True
Saint-Marcel,212705628,COM,27562,,27,027,28,4629,200072312.0,,,,,,21.0,True
Saint-Sébastien-de-Morsent,212706022,COM,27602,,27,027,28,5867,200071454.0,,,,,,21.0,True
Le Thuit de l'Oison,200054625,COM,27638,,27,027,28,3670,200066405.0,,,,,,21.0,True
Verneuil d'Avre et d'Iton,200063790,COM,27679,,27,027,28,8573,200066462.0,,,,,,22.0,True
Vernon,212706816,COM,27681,,27,027,28,24530,200072312.0,,,,,,41.0,True
Val-de-Reuil,212707012,COM,27701,,27,027,28,13327,200089456.0,,,,,,41.0,True
Commune nouvelle d'Arrou,200064632,COM,28012,,28,028,24,3869,200069961.0,,,,,,21.0,True
Auneau-Bleury-Saint-Symphorien,200056463,COM,28015,,28,028,24,6000,200069953.0,,,,,,22.0,True
Bonneval,212800510,COM,28051,,28,028,24,5158,242852465.0,,,,,,21.0,True
Champhol,212800700,COM,28070,,28,028,24,3762,200033181.0,,,,,,21.0,True
Chartres,212800858,COM,28085,,28,028,24,39763,200033181.0,,,,,,41.0,True
Châteaudun,212800882,COM,28088,,28,028,24,13519,200069961.0,,,,,,32.0,True
Cloyes-les-Trois-Rivières,200064764,COM,28103,,28,028,24,5788,200069961.0,,,,,,22.0,True
Le Coudray,212801104,COM,28110,,28,028,24,4281,200033181.0,,,,,,21.0,True
Dreux,212801344,COM,28134,,28,028,24,31605,200040277.0,,https://www.data.gouv.fr/fr/organizations/5a82b75a88ee3827fadf1afb/,5a82b75a88ee3827fadf1afb,datagouv,DataGouv,41.0,True
Épernon,212801401,COM,28140,,28,028,24,5617,200069953.0,,,,,,21.0,True
Gallardon,212801682,COM,28168,,28,028,24,3727,200069953.0,,,,,,21.0,True
Lèves,212802094,COM,28209,,28,028,24,5934,200033181.0,,,,,,22.0,True
Lucé,212802185,COM,28218,,28,028,24,15669,200033181.0,,,,,,32.0,True
Luisant,212802201,COM,28220,,28,028,24,6975,200033181.0,,,,,,22.0,True
Maintenon,212802276,COM,28227,,28,028,24,4371,200033181.0,,,,,,21.0,True
Mainvilliers,212802292,COM,28229,,28,028,24,11462,200033181.0,,,,,,32.0,True
Nogent-le-Roi,212802797,COM,28279,,28,028,24,4151,200069953.0,,,,,,21.0,True
Nogent-le-Rotrou,212802805,COM,28280,,28,028,24,10156,200006971.0,,,,,,32.0,True
Saint-Lubin-des-Joncherets,212803480,COM,28348,,28,028,24,4050,200040277.0,,,,,,21.0,True
Saint-Rémy-sur-Avre,212803597,COM,28359,,28,028,24,4052,200040277.0,,,,,,21.0,True
Vernouillet,212804041,COM,28404,,28,028,24,12654,200040277.0,,,,,,32.0,True
Les Villages Vovéens,200054179,COM,28422,,28,028,24,4006,200070159.0,,,,,,21.0,True
Audierne,200054724,COM,29003,,29,029,53,3757,242900629.0,,,,,,21.0,True
Bannalec,212900047,COM,29004,,29,029,53,5817,242900694.0,,,,,,21.0,True
Bohars,212900112,COM,29011,,29,029,53,3541,242900314.0,,,,,,21.0,True
Brest,212900195,COM,29019,,29,029,53,142748,242900314.0,,,,,,32.0,True
Briec,212900203,COM,29020,,29,029,53,5742,200068120.0,,,,,,21.0,True
Carhaix-Plouguer,212900245,COM,29024,,29,029,53,7789,242900744.0,,,,,,22.0,True
Châteaulin,212900260,COM,29026,,29,029,53,5670,200067247.0,,,,,,21.0,True
Châteauneuf-du-Faou,212900278,COM,29027,,29,029,53,3775,242900561.0,,https://www.data.gouv.fr/fr/organizations/60ba2f3eb3735a080f1fbda7/,60ba2f3eb3735a080f1fbda7,datagouv,DataGouv,21.0,True
Cléder,212900302,COM,29030,,29,029,53,3884,200067072.0,,,,,,21.0,True
Clohars-Carnoët,212900310,COM,29031,,29,029,53,4444,242900694.0,,,,,,22.0,True
Combrit,212900377,COM,29037,,29,029,53,4225,242900702.0,,,,,,21.0,True
Concarneau,212900393,COM,29039,,29,029,53,19875,242900769.0,,,,,,32.0,True
Crozon,212900427,COM,29042,,29,029,53,7697,200066868.0,,,,,,22.0,True
Douarnenez,212900468,COM,29046,,29,029,53,14265,242900645.0,,,,,,32.0,True
Ergué-Gabéric,212900518,COM,29051,,29,029,53,8419,200068120.0,,,,,,22.0,True
Fouesnant,212900583,COM,29058,,29,029,53,9887,242900660.0,,,,,,22.0,True
Gouesnou,212900617,COM,29061,,29,029,53,6246,242900314.0,,,,,,22.0,True
Guilers,212900690,COM,29069,,29,029,53,8136,242900314.0,,,,,,21.0,True
Guipavas,212900757,COM,29075,,29,029,53,14857,242900314.0,,,,,,31.0,True
Milizac-Guipronvel,200062974,COM,29076,,29,029,53,4542,242900074.0,,,,,,21.0,True
Landéda,212901011,COM,29101,,29,029,53,3687,242900553.0,,,,,,21.0,True
Landerneau,212901037,COM,29103,,29,029,53,16398,242900801.0,,,,,,32.0,True
Landivisiau,212901052,COM,29105,,29,029,53,9454,242900751.0,,,,,,22.0,True
Lannilis,212901177,COM,29117,,29,029,53,5706,242900553.0,,,,,,22.0,True
Lesneven,212901243,COM,29124,,29,029,53,7539,242900793.0,,,,,,22.0,True
Locmaria-Plouzané,212901300,COM,29130,,29,029,53,5205,242900074.0,,,,,,21.0,True
Loctudy,212901359,COM,29135,,29,029,53,4183,242900702.0,,,,,,21.0,True
Loperhet,212901409,COM,29140,,29,029,53,3842,242900801.0,,,,,,21.0,True
Moëlan-sur-Mer,212901508,COM,29150,,29,029,53,6921,242900694.0,,,,,,22.0,True
Morlaix,212901516,COM,29151,,29,029,53,15028,242900835.0,,,,,,32.0,True
Penmarch,212901581,COM,29158,,29,029,53,5361,242900702.0,,,,,,21.0,True
Plabennec,212901607,COM,29160,,29,029,53,8596,242900553.0,,,,,,22.0,True
Pleyben,212901623,COM,29162,,29,029,53,3890,200067247.0,,,,,,21.0,True
Plomelin,212901706,COM,29170,,29,029,53,4338,200068120.0,,,,,,21.0,True
Plomeur,212901714,COM,29171,,29,029,53,3855,242900702.0,,,,,,21.0,True
Plonéour-Lanvern,212901748,COM,29174,,29,029,53,6220,242900710.0,,,,,,21.0,True
Plouarzel,212901771,COM,29177,,29,029,53,3785,242900074.0,,,,,,21.0,True
Ploudalmézeau,212901789,COM,29178,,29,029,53,6426,242900074.0,,,,,,22.0,True
Plouescat,212901854,COM,29185,,29,029,53,3528,200067072.0,,,,,,21.0,True
Plougastel-Daoulas,212901896,COM,29189,,29,029,53,13698,242900314.0,,,,,,22.0,True
Plougonvelin,212901904,COM,29190,,29,029,53,4273,242900074.0,,,,,,21.0,True
Plougonven,212901912,COM,29191,,29,029,53,3557,242900835.0,,,,,,21.0,True
Plouguerneau,212901953,COM,29195,,29,029,53,6735,242900553.0,,,,,,22.0,True
Plouhinec,212901979,COM,29197,,29,029,53,4093,242900629.0,,,,,,21.0,True
Plouigneau,200083178,COM,29199,,29,029,53,5265,242900835.0,,,,,,21.0,True
Plourin-lès-Morlaix,212902076,COM,29207,,29,029,53,4744,242900835.0,,,,,,21.0,True
Plouvien,212902092,COM,29209,,29,029,53,3865,242900553.0,,,,,,21.0,True
Plouzané,212902126,COM,29212,,29,029,53,13091,242900314.0,,,,,,31.0,True
Pluguffan,212902167,COM,29216,,29,029,53,4208,200068120.0,,,,,,21.0,True
Pont-l'Abbé,212902209,COM,29220,,29,029,53,8649,242900702.0,,https://www.data.gouv.fr/fr/organizations/58da32bac751df47f26f37b1,58da32bac751df47f26f37b1,datagouv,DataGouv,22.0,True
Quimper,212902324,COM,29232,,29,029,53,65480,200068120.0,,https://www.data.gouv.fr/fr/organizations/60800dc5d27edfb696bace22/,60800dc5d27edfb696bace22,datagouv,DataGouv,41.0,True
Quimperlé,212902332,COM,29233,,29,029,53,12510,242900694.0,,,,,,32.0,True
Le Relecq-Kerhuon,212902357,COM,29235,,29,029,53,11705,242900314.0,,,,,,32.0,True
Riec-sur-Bélon,212902365,COM,29236,,29,029,53,4307,242900694.0,,,,,,21.0,True
Rosporden,212902415,COM,29241,,29,029,53,7791,242900769.0,,,,,,22.0,True
Saint-Évarzec,212902472,COM,29247,,29,029,53,3643,242900660.0,,,,,,21.0,True
Saint-Martin-des-Champs,212902548,COM,29254,,29,029,53,4738,242900835.0,,,,,,21.0,True
Saint-Pol-de-Léon,212902597,COM,29259,,29,029,53,6830,200067072.0,,,,,,21.0,True
Saint-Renan,212902605,COM,29260,,29,029,53,8299,242900074.0,,,,,,22.0,True
Scaër,212902746,COM,29274,,29,029,53,5502,242900694.0,,,,,,21.0,True
Trégunc,212902936,COM,29293,,29,029,53,7266,242900769.0,,,,,,21.0,True
Pont-de-Buis-lès-Quimerch,212903025,COM,29302,,29,029,53,3942,200066868.0,,,,,,21.0,True
Ajaccio,212000046,COM,2A004,,2A,02A,94,71508,242010056.0,,,,,,42.0,True
Bastelicaccia,212000327,COM,2A032,,2A,02A,94,4091,242000503.0,,,,,,21.0,True
Porto-Vecchio,212002471,COM,2A247,,2A,02A,94,12271,200040764.0,,https://www.data.gouv.fr/fr/organizations/619e52c5aed3f24ffa360651/,619e52c5aed3f24ffa360651,datagouv,DataGouv,32.0,True
Propriano,212002497,COM,2A249,,2A,02A,94,3787,242010130.0,,,,,,22.0,True
Bastia,212000335,COM,2B033,,2B,02B,94,46434,242000354.0,,,,,,41.0,True
Biguglia,212000376,COM,2B037,,2B,02B,94,8050,200036499.0,,,,,,22.0,True
Borgo,212000426,COM,2B042,,2B,02B,94,8900,200036499.0,,,,,,22.0,True
Calvi,212000509,COM,2B050,,2B,02B,94,5638,242020105.0,,,,,,22.0,True
Corte,212000962,COM,2B096,,2B,02B,94,7563,242020071.0,,,,,,22.0,True
Furiani,212001200,COM,2B120,,2B,02B,94,5754,242000354.0,,,,,,22.0,True
Ghisonaccia,212001234,COM,2B123,,2B,02B,94,4291,200033827.0,,,,,,21.0,True
Lucciana,212001481,COM,2B148,,2B,02B,94,5829,200036499.0,,,,,,22.0,True
Prunelli-di-Fiumorbo,212002513,COM,2B251,,2B,02B,94,3700,200033827.0,,,,,,21.0,True
Aigues-Mortes,213000037,COM,30003,,30,030,76,8401,243000650.0,,,,,,31.0,True
Aimargues,213000060,COM,30006,,30,030,76,5700,243000593.0,,,,,,22.0,True
Alès,213000078,COM,30007,,30,030,76,40870,200066918.0,,,,,,41.0,True
Les Angles,213000110,COM,30011,,30,030,76,8551,248400251.0,,,,,,22.0,True
